,year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,runoff,special,candidate,party,writein,mode,candidatevotes,totalvotes,unofficial,version,fusion_ticket,vote_percentage
212,2020,CONNECTICUT,CT,9,16,1,US HOUSE,4,GEN,False,False,JONATHAN RIDDLE,REPUBLICAN,False,TOTAL,130627,360716,False,20250910,False,36.21
215,2020,CONNECTICUT,CT,9,16,1,US HOUSE,5,GEN,False,False,DAVID X SULLIVAN,REPUBLICAN,False,TOTAL,151988,349524,False,20250910,False,43.48
216,2020,CONNECTICUT,CT,9,16,1,US HOUSE,5,GEN,False,False,JAHANA HAYES,DEMOCRAT,False,TOTAL,183797,349524,False,20250910,True,52.58
220,2020,DELAWARE,DE,10,51,11,US HOUSE,0,GEN,False,False,LEE MURPHY,REPUBLICAN,False,TOTAL,196392,488270,False,20250910,False,40.22
221,2020,DELAWARE,DE,10,51,11,US HOUSE,0,GEN,False,False,LISA BLUNT ROCHESTER,DEMOCRAT,False,TOTAL,281382,488270,False,20250910,False,57.63
225,2020,DISTRICT OF COLUMBIA,DC,11,53,55,US HOUSE,0,GEN,False,False,ELEANOR HOLMES NORTON,DEMOCRAT,False,TOTAL,281831,344177,False,20250910,False,81.89
236,2020,FLORIDA,FL,12,59,43,US HOUSE,1,GEN,False,False,MATT GAETZ,REPUBLICAN,False,TOTAL,283352,438562,False,20250910,False,64.61
237,2020,FLORIDA,FL,12,59,43,US HOUSE,1,GEN,False,False,PHIL EHR,DEMOCRAT,False,TOTAL,149172,438562,False,20250910,False,34.01
239,2020,FLORIDA,FL,12,59,43,US HOUSE,2,GEN,False,False,NEAL P DUNN,REPUBLICAN,False,TOTAL,305337,311999,False,20250910,False,97.86
240,2020,FLORIDA,FL,12,59,43,US HOUSE,3,GEN,False,False,ADAM CHRISTENSEN,DEMOCRAT,False,TOTAL,167326,390401,False,20250910,False,42.86
241,2020,FLORIDA,FL,12,59,43,US HOUSE,3,GEN,False,False,KAT CAMMACK,REPUBLICAN,False,TOTAL,223075,390401,False,20250910,False,57.14
242,2020,FLORIDA,FL,12,59,43,US HOUSE,4,GEN,False,False,DONNA DEEGAN,DEMOCRAT,False,TOTAL,196423,504940,False,20250910,False,38.9
244,2020,FLORIDA,FL,12,59,43,US HOUSE,4,GEN,False,False,JOHN H RUTHERFORD,REPUBLICAN,False,TOTAL,308497,504940,False,20250910,False,61.1
245,2020,FLORIDA,FL,12,59,43,US HOUSE,5,GEN,False,False,AL LAWSON JR,DEMOCRAT,False,TOTAL,219463,336973,False,20250910,False,65.13
246,2020,FLORIDA,FL,12,59,43,US HOUSE,5,GEN,False,False,GARY ADLER,REPUBLICAN,False,TOTAL,117510,336973,False,20250910,False,34.87
248,2020,FLORIDA,FL,12,59,43,US HOUSE,6,GEN,False,False,CLINT CURTIS,DEMOCRAT,False,TOTAL,172305,437856,False,20250910,False,39.35
250,2020,FLORIDA,FL,12,59,43,US HOUSE,6,GEN,False,False,MICHAEL WALTZ,REPUBLICAN,False,TOTAL,265393,437856,False,20250910,False,60.61
251,2020,FLORIDA,FL,12,59,43,US HOUSE,7,GEN,False,False,LEO VALENTIN,REPUBLICAN,False,TOTAL,175750,406449,False,20250910,False,43.24
252,2020,FLORIDA,FL,12,59,43,US HOUSE,7,GEN,False,False,STEPHANIE N MURPHY,DEMOCRAT,False,TOTAL,224946,406449,False,20250910,False,55.34
254,2020,FLORIDA,FL,12,59,43,US HOUSE,8,GEN,False,False,BILL POSEY,REPUBLICAN,False,TOTAL,282093,459788,False,20250910,False,61.35
255,2020,FLORIDA,FL,12,59,43,US HOUSE,8,GEN,False,False,JIM KENNEDY,DEMOCRAT,False,TOTAL,177695,459788,False,20250910,False,38.65
257,2020,FLORIDA,FL,12,59,43,US HOUSE,9,GEN,False,False,DARREN SOTO,DEMOCRAT,False,TOTAL,240724,429638,False,20250910,False,56.03
258,2020,FLORIDA,FL,12,59,43,US HOUSE,9,GEN,False,False,"WILLIAM P \""BILL\"" OLSON",REPUBLICAN,False,TOTAL,188889,429638,False,20250910,False,43.96
260,2020,FLORIDA,FL,12,59,43,US HOUSE,10,GEN,False,False,VAL BUTLER DEMINGS,DEMOCRAT,False,TOTAL,239434,376397,False,20250910,False,63.61
261,2020,FLORIDA,FL,12,59,43,US HOUSE,10,GEN,False,False,VENNIA FRANCOIS,REPUBLICAN,False,TOTAL,136889,376397,False,20250910,False,36.37
262,2020,FLORIDA,FL,12,59,43,US HOUSE,11,GEN,False,False,DANA MARIE COTTRELL,DEMOCRAT,False,TOTAL,158094,475073,False,20250910,False,33.28
263,2020,FLORIDA,FL,12,59,43,US HOUSE,11,GEN,False,False,DANIEL WEBSTER,REPUBLICAN,False,TOTAL,316979,475073,False,20250910,False,66.72
264,2020,FLORIDA,FL,12,59,43,US HOUSE,12,GEN,False,False,GUS M BILIRAKIS,REPUBLICAN,False,TOTAL,284941,453135,False,20250910,False,62.88
265,2020,FLORIDA,FL,12,59,43,US HOUSE,12,GEN,False,False,KIMBERLY WALKER,DEMOCRAT,False,TOTAL,168194,453135,False,20250910,False,37.12
266,2020,FLORIDA,FL,12,59,43,US HOUSE,13,GEN,False,False,ANNA PAULINA LUNA,REPUBLICAN,False,TOTAL,190713,406125,False,20250910,False,46.96
267,2020,FLORIDA,FL,12,59,43,US HOUSE,13,GEN,False,False,CHARLIE CRIST,DEMOCRAT,False,TOTAL,215405,406125,False,20250910,False,53.04
269,2020,FLORIDA,FL,12,59,43,US HOUSE,14,GEN,False,False,CHRISTINE Y QUINN,REPUBLICAN,False,TOTAL,147896,372136,False,20250910,False,39.74
270,2020,FLORIDA,FL,12,59,43,US HOUSE,14,GEN,False,False,KATHY CASTOR,DEMOCRAT,False,TOTAL,224240,372136,False,20250910,False,60.26
271,2020,FLORIDA,FL,12,59,43,US HOUSE,15,GEN,False,False,ALAN COHN,DEMOCRAT,False,TOTAL,174297,390671,False,20250910,False,44.61
272,2020,FLORIDA,FL,12,59,43,US HOUSE,15,GEN,False,False,SCOTT FRANKLIN,REPUBLICAN,False,TOTAL,216374,390671,False,20250910,False,55.39
273,2020,FLORIDA,FL,12,59,43,US HOUSE,16,GEN,False,False,MARGARET GOOD,DEMOCRAT,False,TOTAL,215683,484684,False,20250910,False,44.5
274,2020,FLORIDA,FL,12,59,43,US HOUSE,16,GEN,False,False,VERN BUCHANAN,REPUBLICAN,False,TOTAL,269001,484684,False,20250910,False,55.5
275,2020,FLORIDA,FL,12,59,43,US HOUSE,17,GEN,False,False,ALLEN ELLISON,DEMOCRAT,False,TOTAL,140487,412397,False,20250910,False,34.07
277,2020,FLORIDA,FL,12,59,43,US HOUSE,17,GEN,False,False,W GREGORY STEUBE,REPUBLICAN,False,TOTAL,266514,412397,False,20250910,False,64.63
278,2020,FLORIDA,FL,12,59,43,US HOUSE,18,GEN,False,False,BRIAN J MAST,REPUBLICAN,False,TOTAL,253286,449720,False,20250910,False,56.32
280,2020,FLORIDA,FL,12,59,43,US HOUSE,18,GEN,False,False,PAM KEITH,DEMOCRAT,False,TOTAL,186674,449720,False,20250910,False,41.51
281,2020,FLORIDA,FL,12,59,43,US HOUSE,19,GEN,False,False,BYRON DONALDS,REPUBLICAN,False,TOTAL,272440,444589,False,20250910,False,61.28
282,2020,FLORIDA,FL,12,59,43,US HOUSE,19,GEN,False,False,CINDY LYN BANYAI,DEMOCRAT,False,TOTAL,172146,444589,False,20250910,False,38.72
284,2020,FLORIDA,FL,12,59,43,US HOUSE,20,GEN,False,False,ALCEE L HASTINGS,DEMOCRAT,False,TOTAL,253661,322409,False,20250910,False,78.68
285,2020,FLORIDA,FL,12,59,43,US HOUSE,20,GEN,False,False,GREG MUSSELWHITE,REPUBLICAN,False,TOTAL,68748,322409,False,20250910,False,21.32
287,2020,FLORIDA,FL,12,59,43,US HOUSE,21,GEN,False,False,LAURA LOOMER,REPUBLICAN,False,TOTAL,157612,403093,False,20250910,False,39.1
288,2020,FLORIDA,FL,12,59,43,US HOUSE,21,GEN,False,False,LOIS FRANKEL,DEMOCRAT,False,TOTAL,237925,403093,False,20250910,False,59.02
291,2020,FLORIDA,FL,12,59,43,US HOUSE,22,GEN,False,False,"JAMES \""JIM\"" PRUDEN",REPUBLICAN,False,TOTAL,166553,402317,False,20250910,False,41.4
292,2020,FLORIDA,FL,12,59,43,US HOUSE,22,GEN,False,False,THEODORE E DEUTCH,DEMOCRAT,False,TOTAL,235764,402317,False,20250910,False,58.6
293,2020,FLORIDA,FL,12,59,43,US HOUSE,23,GEN,False,False,CARLA SPALDING,REPUBLICAN,False,TOTAL,158874,380196,False,20250910,False,41.79
294,2020,FLORIDA,FL,12,59,43,US HOUSE,23,GEN,False,False,DEBBIE WASSERMAN SCHULTZ,DEMOCRAT,False,TOTAL,221239,380196,False,20250910,False,58.19
298,2020,FLORIDA,FL,12,59,43,US HOUSE,24,GEN,False,False,FREDERICA S WILSON,DEMOCRAT,False,TOTAL,218825,289638,False,20250910,False,75.55
301,2020,FLORIDA,FL,12,59,43,US HOUSE,24,GEN,False,False,LAVERN SPICER,REPUBLICAN,False,TOTAL,59084,289638,False,20250910,False,20.4
302,2020,FLORIDA,FL,12,59,43,US HOUSE,25,GEN,False,False,MARIO DIAZ-BALART,REPUBLICAN,False,TOTAL,-1,-1,False,20250910,False,100.0
303,2020,FLORIDA,FL,12,59,43,US HOUSE,26,GEN,False,False,CARLOS GIMENEZ,REPUBLICAN,False,TOTAL,177223,342630,False,20250910,False,51.72
304,2020,FLORIDA,FL,12,59,43,US HOUSE,26,GEN,False,False,DEBBIE MUCARSEL-POWELL,DEMOCRAT,False,TOTAL,165407,342630,False,20250910,False,48.28
305,2020,FLORIDA,FL,12,59,43,US HOUSE,27,GEN,False,False,DONNA E SHALALA,DEMOCRAT,False,TOTAL,166758,342975,False,20250910,False,48.62
307,2020,FLORIDA,FL,12,59,43,US HOUSE,27,GEN,False,False,MARIA ELVIRA SALAZAR,REPUBLICAN,False,TOTAL,176141,342975,False,20250910,False,51.36
308,2020,GEORGIA,GA,13,58,44,US HOUSE,1,GEN,False,False,"EARL L \""BUDDY\"" CARTER",REPUBLICAN,False,TOTAL,189457,324695,False,20250910,False,58.35
309,2020,GEORGIA,GA,13,58,44,US HOUSE,1,GEN,False,False,JOYCE MARIE GRIGGS,DEMOCRAT,False,TOTAL,135238,324695,False,20250910,False,41.65
310,2020,GEORGIA,GA,13,58,44,US HOUSE,2,GEN,False,False,DON COLE,REPUBLICAN,False,TOTAL,111620,273034,False,20250910,False,40.88
312,2020,GEORGIA,GA,13,58,44,US HOUSE,2,GEN,False,False,SANFORD D BISHOP JR,DEMOCRAT,False,TOTAL,161397,273034,False,20250910,False,59.11
313,2020,GEORGIA,GA,13,58,44,US HOUSE,3,GEN,False,False,A DREW FERGUSON IV,REPUBLICAN,False,TOTAL,241526,371318,False,20250910,False,65.05
314,2020,GEORGIA,GA,13,58,44,US HOUSE,3,GEN,False,False,VAL ALMONORD,DEMOCRAT,False,TOTAL,129792,371318,False,20250910,False,34.95
315,2020,GEORGIA,GA,13,58,44,US HOUSE,4,GEN,False,False,"HENRY C \""HANK\"" JOHNSON JR",DEMOCRAT,False,TOTAL,278906,348299,False,20250910,False,80.08
318,2020,GEORGIA,GA,13,58,44,US HOUSE,5,GEN,False,False,NIKEMA WILLIAMS,DEMOCRAT,False,TOTAL,301857,354503,False,20250910,False,85.15
319,2020,GEORGIA,GA,13,58,44,US HOUSE,6,GEN,False,False,KAREN HANDEL,REPUBLICAN,False,TOTAL,180329,397104,False,20250910,False,45.41
320,2020,GEORGIA,GA,13,58,44,US HOUSE,6,GEN,False,False,LUCY MCBATH,DEMOCRAT,False,TOTAL,216775,397104,False,20250910,False,54.59
321,2020,GEORGIA,GA,13,58,44,US HOUSE,7,GEN,False,False,CAROLYN BOURDEAUX,DEMOCRAT,False,TOTAL,190900,371464,False,20250910,False,51.39
322,2020,GEORGIA,GA,13,58,44,US HOUSE,7,GEN,False,False,RICH MCCORMICK,REPUBLICAN,False,TOTAL,180564,371464,False,20250910,False,48.61
323,2020,GEORGIA,GA,13,58,44,US HOUSE,8,GEN,False,False,AUSTIN SCOTT,REPUBLICAN,False,TOTAL,198701,308013,False,20250910,False,64.51
325,2020,GEORGIA,GA,13,58,44,US HOUSE,8,GEN,False,False,LINDSAY HOLLIDAY,DEMOCRAT,False,TOTAL,109264,308013,False,20250910,False,35.47
326,2020,GEORGIA,GA,13,58,44,US HOUSE,9,GEN,False,False,ANDREW CLYDE,REPUBLICAN,False,TOTAL,292750,372547,False,20250910,False,78.58
327,2020,GEORGIA,GA,13,58,44,US HOUSE,9,GEN,False,False,DEVIN PANDY,DEMOCRAT,False,TOTAL,79797,372547,False,20250910,False,21.42
328,2020,GEORGIA,GA,13,58,44,US HOUSE,10,GEN,False,False,JODY B HICE,REPUBLICAN,False,TOTAL,235810,378446,False,20250910,False,62.31
329,2020,GEORGIA,GA,13,58,44,US HOUSE,10,GEN,False,False,TABITHA JOHNSON-GREEN,DEMOCRAT,False,TOTAL,142636,378446,False,20250910,False,37.69
330,2020,GEORGIA,GA,13,58,44,US HOUSE,11,GEN,False,False,BARRY LOUDERMILK,REPUBLICAN,False,TOTAL,245259,405882,False,20250910,False,60.43
331,2020,GEORGIA,GA,13,58,44,US HOUSE,11,GEN,False,False,DANA BARRETT,DEMOCRAT,False,TOTAL,160623,405882,False,20250910,False,39.57
332,2020,GEORGIA,GA,13,58,44,US HOUSE,12,GEN,False,False,LIZ JOHNSON,DEMOCRAT,False,TOTAL,129061,310099,False,20250910,False,41.62
333,2020,GEORGIA,GA,13,58,44,US HOUSE,12,GEN,False,False,RICK W ALLEN,REPUBLICAN,False,TOTAL,181038,310099,False,20250910,False,58.38
334,2020,GEORGIA,GA,13,58,44,US HOUSE,13,GEN,False,False,BECKY E HITES,REPUBLICAN,False,TOTAL,81476,360582,False,20250910,False,22.6
335,2020,GEORGIA,GA,13,58,44,US HOUSE,13,GEN,False,False,DAVID SCOTT,DEMOCRAT,False,TOTAL,279045,360582,False,20250910,False,77.39
337,2020,GEORGIA,GA,13,58,44,US HOUSE,14,GEN,False,False,KEVIN VAN AUSDAL,DEMOCRAT,False,TOTAL,77798,307625,False,20250910,False,25.29
338,2020,GEORGIA,GA,13,58,44,US HOUSE,14,GEN,False,False,MARJORIE TAYLOR GREENE,REPUBLICAN,False,TOTAL,229827,307625,False,20250910,False,74.71
339,2020,HAWAII,HI,15,95,82,US HOUSE,1,GEN,False,False,ED CASE,DEMOCRAT,False,TOTAL,183245,283408,False,20250910,False,64.66
341,2020,HAWAII,HI,15,95,82,US HOUSE,1,GEN,False,False,RON CURTIS,REPUBLICAN,False,TOTAL,71188,283408,False,20250910,False,25.12
343,2020,HAWAII,HI,15,95,82,US HOUSE,2,GEN,False,False,JOE AKANA,REPUBLICAN,False,TOTAL,84027,296376,False,20250910,False,28.35
346,2020,HAWAII,HI,15,95,82,US HOUSE,2,GEN,False,False,"KAIALII \""KAI\"" KAHELE",DEMOCRAT,False,TOTAL,171517,296376,False,20250910,False,57.87
353,2020,IDAHO,ID,16,82,63,US HOUSE,1,GEN,False,False,RUDY SOTO,DEMOCRAT,False,TOTAL,131380,458576,False,20250910,False,28.65
354,2020,IDAHO,ID,16,82,63,US HOUSE,1,GEN,False,False,RUSS FULCHER,REPUBLICAN,False,TOTAL,310736,458576,False,20250910,False,67.76
355,2020,IDAHO,ID,16,82,63,US HOUSE,2,GEN,False,False,C AARON SWISHER,DEMOCRAT,False,TOTAL,124151,391333,False,20250910,False,31.73
357,2020,IDAHO,ID,16,82,63,US HOUSE,2,GEN,False,False,MICHAEL K SIMPSON,REPUBLICAN,False,TOTAL,250669,391333,False,20250910,False,64.06
359,2020,ILLINOIS,IL,17,33,21,US HOUSE,1,GEN,False,False,BOBBY L RUSH,DEMOCRAT,False,TOTAL,239943,325123,False,20250910,False,73.8
360,2020,ILLINOIS,IL,17,33,21,US HOUSE,1,GEN,False,False,PHILANISE WHITE,REPUBLICAN,False,TOTAL,85027,325123,False,20250910,False,26.15
362,2020,ILLINOIS,IL,17,33,21,US HOUSE,2,GEN,False,False,ROBIN L KELLY,DEMOCRAT,False,TOTAL,234896,298038,False,20250910,False,78.81
363,2020,ILLINOIS,IL,17,33,21,US HOUSE,2,GEN,False,False,THERESA J RABORN,REPUBLICAN,False,TOTAL,63142,298038,False,20250910,False,21.19
364,2020,ILLINOIS,IL,17,33,21,US HOUSE,3,GEN,False,False,MARIE NEWMAN,DEMOCRAT,False,TOTAL,172997,306848,False,20250910,False,56.38
365,2020,ILLINOIS,IL,17,33,21,US HOUSE,3,GEN,False,False,MIKE FRICILONE,REPUBLICAN,False,TOTAL,133851,306848,False,20250910,False,43.62
366,2020,ILLINOIS,IL,17,33,21,US HOUSE,4,GEN,False,False,"JESUS G \""CHUY\"" GARCIA",DEMOCRAT,False,TOTAL,187219,222737,False,20250910,False,84.05
369,2020,ILLINOIS,IL,17,33,21,US HOUSE,5,GEN,False,False,MIKE QUIGLEY,DEMOCRAT,False,TOTAL,255661,361271,False,20250910,False,70.77
371,2020,ILLINOIS,IL,17,33,21,US HOUSE,5,GEN,False,False,TOMMY HANSON,REPUBLICAN,False,TOTAL,96200,361271,False,20250910,False,26.63
373,2020,ILLINOIS,IL,17,33,21,US HOUSE,6,GEN,False,False,JEANNE IVES,REPUBLICAN,False,TOTAL,183891,404747,False,20250910,False,45.43
374,2020,ILLINOIS,IL,17,33,21,US HOUSE,6,GEN,False,False,SEAN CASTEN,DEMOCRAT,False,TOTAL,213777,404747,False,20250910,False,52.82
376,2020,ILLINOIS,IL,17,33,21,US HOUSE,7,GEN,False,False,DANNY K DAVIS,DEMOCRAT,False,TOTAL,249383,310128,False,20250910,False,80.41
378,2020,ILLINOIS,IL,17,33,21,US HOUSE,8,GEN,False,False,PRESTON GABRIEL NELSON,LIBERTARIAN,False,TOTAL,68327,254578,False,20250910,False,26.84
379,2020,ILLINOIS,IL,17,33,21,US HOUSE,8,GEN,False,False,RAJA KRISHNAMOORTHI,DEMOCRAT,False,TOTAL,186251,254578,False,20250910,False,73.16
380,2020,ILLINOIS,IL,17,33,21,US HOUSE,9,GEN,False,False,JANICE D SCHAKOWSKY,DEMOCRAT,False,TOTAL,262045,369170,False,20250910,False,70.98
381,2020,ILLINOIS,IL,17,33,21,US HOUSE,9,GEN,False,False,SARGIS SANGARI,REPUBLICAN,False,TOTAL,107125,369170,False,20250910,False,29.02
382,2020,ILLINOIS,IL,17,33,21,US HOUSE,10,GEN,False,False,BRADLEY SCOTT SCHNEIDER,DEMOCRAT,False,TOTAL,202402,316874,False,20250910,False,63.87
385,2020,ILLINOIS,IL,17,33,21,US HOUSE,10,GEN,False,False,VALERIE RAMIREZ MUKHERJEE,REPUBLICAN,False,TOTAL,114442,316874,False,20250910,False,36.12
386,2020,ILLINOIS,IL,17,33,21,US HOUSE,11,GEN,False,False,BILL FOSTER,DEMOCRAT,False,TOTAL,194557,307377,False,20250910,False,63.3
388,2020,ILLINOIS,IL,17,33,21,US HOUSE,11,GEN,False,False,RICK LAIB,REPUBLICAN,False,TOTAL,112807,307377,False,20250910,False,36.7
389,2020,ILLINOIS,IL,17,33,21,US HOUSE,12,GEN,False,False,MIKE BOST,REPUBLICAN,False,TOTAL,194839,322416,False,20250910,False,60.43
390,2020,ILLINOIS,IL,17,33,21,US HOUSE,12,GEN,False,False,RAYMOND C LENZI,DEMOCRAT,False,TOTAL,127577,322416,False,20250910,False,39.57
391,2020,ILLINOIS,IL,17,33,21,US HOUSE,13,GEN,False,False,BETSY DIRKSEN LONDRIGAN,DEMOCRAT,False,TOTAL,151648,333021,False,20250910,False,45.54
392,2020,ILLINOIS,IL,17,33,21,US HOUSE,13,GEN,False,False,RODNEY DAVIS,REPUBLICAN,False,TOTAL,181373,333021,False,20250910,False,54.46
393,2020,ILLINOIS,IL,17,33,21,US HOUSE,14,GEN,False,False,JIM OBERWEIS,REPUBLICAN,False,TOTAL,197835,401052,False,20250910,False,49.33
395,2020,ILLINOIS,IL,17,33,21,US HOUSE,14,GEN,False,False,LAUREN UNDERWOOD,DEMOCRAT,False,TOTAL,203209,401052,False,20250910,False,50.67
396,2020,ILLINOIS,IL,17,33,21,US HOUSE,15,GEN,False,False,ERIKA C WEAVER,DEMOCRAT,False,TOTAL,88559,333506,False,20250910,False,26.55
397,2020,ILLINOIS,IL,17,33,21,US HOUSE,15,GEN,False,False,MARY MILLER,REPUBLICAN,False,TOTAL,244947,333506,False,20250910,False,73.45
398,2020,ILLINOIS,IL,17,33,21,US HOUSE,16,GEN,False,False,ADAM KINZINGER,REPUBLICAN,False,TOTAL,218839,338159,False,20250910,False,64.71
400,2020,ILLINOIS,IL,17,33,21,US HOUSE,16,GEN,False,False,DANI BRZOZOWSKI,DEMOCRAT,False,TOTAL,119313,338159,False,20250910,False,35.28
402,2020,ILLINOIS,IL,17,33,21,US HOUSE,17,GEN,False,False,CHERI BUSTOS,DEMOCRAT,False,TOTAL,156011,299895,False,20250910,False,52.02
403,2020,ILLINOIS,IL,17,33,21,US HOUSE,17,GEN,False,False,ESTHER JOY KING,REPUBLICAN,False,TOTAL,143863,299895,False,20250910,False,47.97
405,2020,ILLINOIS,IL,17,33,21,US HOUSE,18,GEN,False,False,DARIN LAHOOD,REPUBLICAN,False,TOTAL,261840,371879,False,20250910,False,70.41
406,2020,ILLINOIS,IL,17,33,21,US HOUSE,18,GEN,False,False,GEORGE PETRILLI,DEMOCRAT,False,TOTAL,110039,371879,False,20250910,False,29.59
407,2020,INDIANA,IN,18,32,22,US HOUSE,1,GEN,False,False,FRANK J MRVAN,DEMOCRAT,False,TOTAL,185180,326948,False,20250910,False,56.64
408,2020,INDIANA,IN,18,32,22,US HOUSE,1,GEN,False,False,MARK LEYVA,REPUBLICAN,False,TOTAL,132247,326948,False,20250910,False,40.45
410,2020,INDIANA,IN,18,32,22,US HOUSE,2,GEN,False,False,JACKIE WALORSKI,REPUBLICAN,False,TOTAL,183601,298568,False,20250910,False,61.49
411,2020,INDIANA,IN,18,32,22,US HOUSE,2,GEN,False,False,"PATRICIA \""PAT\"" HACKETT",DEMOCRAT,False,TOTAL,114967,298568,False,20250910,False,38.51
412,2020,INDIANA,IN,18,32,22,US HOUSE,3,GEN,False,False,CHIP COLDIRON,DEMOCRAT,False,TOTAL,104762,325751,False,20250910,False,32.16
413,2020,INDIANA,IN,18,32,22,US HOUSE,3,GEN,False,False,JIM BANKS,REPUBLICAN,False,TOTAL,220989,325751,False,20250910,False,67.84
414,2020,INDIANA,IN,18,32,22,US HOUSE,4,GEN,False,False,JAMES R BAIRD,REPUBLICAN,False,TOTAL,225531,338515,False,20250910,False,66.62
415,2020,INDIANA,IN,18,32,22,US HOUSE,4,GEN,False,False,JOE MACKEY,DEMOCRAT,False,TOTAL,112984,338515,False,20250910,False,33.38
416,2020,INDIANA,IN,18,32,22,US HOUSE,5,GEN,False,False,CHRISTINA HALE,DEMOCRAT,False,TOTAL,191226,416226,False,20250910,False,45.94
418,2020,INDIANA,IN,18,32,22,US HOUSE,5,GEN,False,False,VICTORIA SPARTZ,REPUBLICAN,False,TOTAL,208212,416226,False,20250910,False,50.02
419,2020,INDIANA,IN,18,32,22,US HOUSE,6,GEN,False,False,GREG PENCE,REPUBLICAN,False,TOTAL,225319,328213,False,20250910,False,68.65
420,2020,INDIANA,IN,18,32,22,US HOUSE,6,GEN,False,False,JEANNINE LEE LAKE,DEMOCRAT,False,TOTAL,91103,328213,False,20250910,False,27.76
422,2020,INDIANA,IN,18,32,22,US HOUSE,7,GEN,False,False,ANDRE CARSON,DEMOCRAT,False,TOTAL,176422,282568,False,20250910,False,62.44
423,2020,INDIANA,IN,18,32,22,US HOUSE,7,GEN,False,False,SUSAN MARIE SMITH,REPUBLICAN,False,TOTAL,106146,282568,False,20250910,False,37.56
424,2020,INDIANA,IN,18,32,22,US HOUSE,8,GEN,False,False,E THOMASINA MARSILI,DEMOCRAT,False,TOTAL,95691,320617,False,20250910,False,29.85
426,2020,INDIANA,IN,18,32,22,US HOUSE,8,GEN,False,False,LARRY BUCSHON,REPUBLICAN,False,TOTAL,214643,320617,False,20250910,False,66.95
427,2020,INDIANA,IN,18,32,22,US HOUSE,9,GEN,False,False,ANDY RUFF,DEMOCRAT,False,TOTAL,122566,359038,False,20250910,False,34.14
429,2020,INDIANA,IN,18,32,22,US HOUSE,9,GEN,False,False,TREY HOLLINGSWORTH,REPUBLICAN,False,TOTAL,222057,359038,False,20250910,False,61.85
430,2020,IOWA,IA,19,42,31,US HOUSE,1,GEN,False,False,ABBY FINKENAUER,DEMOCRAT,False,TOTAL,201347,423971,False,20250910,False,47.49
431,2020,IOWA,IA,19,42,31,US HOUSE,1,GEN,False,False,ASHLEY HINSON,REPUBLICAN,False,TOTAL,212088,423971,False,20250910,False,50.02
435,2020,IOWA,IA,19,42,31,US HOUSE,2,GEN,False,False,MARIANNETTE MILLER-MEEKS,REPUBLICAN,False,TOTAL,196964,413989,False,20250910,False,47.58
437,2020,IOWA,IA,19,42,31,US HOUSE,2,GEN,False,False,RITA R HART,DEMOCRAT,False,TOTAL,196958,413989,False,20250910,False,47.58
441,2020,IOWA,IA,19,42,31,US HOUSE,3,GEN,False,False,CYNTHIA AXNE,DEMOCRAT,False,TOTAL,219205,460813,False,20250910,False,47.57
442,2020,IOWA,IA,19,42,31,US HOUSE,3,GEN,False,False,DAVID YOUNG,REPUBLICAN,False,TOTAL,212997,460813,False,20250910,False,46.22
446,2020,IOWA,IA,19,42,31,US HOUSE,4,GEN,False,False,J D SCHOLTEN,DEMOCRAT,False,TOTAL,144761,401495,False,20250910,False,36.06
448,2020,IOWA,IA,19,42,31,US HOUSE,4,GEN,False,False,RANDY FEENSTRA,REPUBLICAN,False,TOTAL,237369,401495,False,20250910,False,59.12
451,2020,KANSAS,KS,20,47,32,US HOUSE,1,GEN,False,False,KALI BARNETT,DEMOCRAT,False,TOTAL,84393,292622,False,20250910,False,28.84
452,2020,KANSAS,KS,20,47,32,US HOUSE,1,GEN,False,False,TRACEY MANN,REPUBLICAN,False,TOTAL,208229,292622,False,20250910,False,71.16
453,2020,KANSAS,KS,20,47,32,US HOUSE,2,GEN,False,False,JAKE LATURNER,REPUBLICAN,False,TOTAL,185464,336315,False,20250910,False,55.15
454,2020,KANSAS,KS,20,47,32,US HOUSE,2,GEN,False,False,MICHELLE DE LA ISLA,DEMOCRAT,False,TOTAL,136650,336315,False,20250910,False,40.63
456,2020,KANSAS,KS,20,47,32,US HOUSE,3,GEN,False,False,AMANDA L ADKINS,REPUBLICAN,False,TOTAL,178773,410418,False,20250910,False,43.56
457,2020,KANSAS,KS,20,47,32,US HOUSE,3,GEN,False,False,SHARICE DAVIDS,DEMOCRAT,False,TOTAL,220049,410418,False,20250910,False,53.62
459,2020,KANSAS,KS,20,47,32,US HOUSE,4,GEN,False,False,LAURA LOMBARD,DEMOCRAT,False,TOTAL,116166,319598,False,20250910,False,36.35
460,2020,KANSAS,KS,20,47,32,US HOUSE,4,GEN,False,False,RON ESTES,REPUBLICAN,False,TOTAL,203432,319598,False,20250910,False,63.65
461,2020,KENTUCKY,KY,21,61,51,US HOUSE,1,GEN,False,False,JAMES COMER,REPUBLICAN,False,TOTAL,246329,328470,False,20250910,False,74.99
462,2020,KENTUCKY,KY,21,61,51,US HOUSE,1,GEN,False,False,JAMES RHODES,DEMOCRAT,False,TOTAL,82141,328470,False,20250910,False,25.01
463,2020,KENTUCKY,KY,21,61,51,US HOUSE,2,GEN,False,False,BRETT GUTHRIE,REPUBLICAN,False,TOTAL,255735,360399,False,20250910,False,70.96
